,q_loss,p_loss,target_q,rew,target_q_next,target_q_std
0,4128.9384765625,-1146.9564208984375,1162.893167951086,222.6853548550396,1175.259765625,191.86281303477858
1,3757.19482421875,-1135.795654296875,1157.9602552515353,227.30762382567772,1163.3157958984375,178.35380677415336
2,3784.5234375,-1161.4835205078125,1169.212422055442,230.1141213123389,1173.872802734375,210.4746733433818
3,3910.316162109375,-1162.2862548828125,1142.534036928385,223.2798206388648,1149.0677490234375,366.2113821116196
4,3742.619384765625,-1198.5782470703125,1165.7339119176195,226.38930575650187,1174.1807861328125,169.55657029099842
5,4637.04345703125,-1190.247314453125,1166.7851122890845,228.1309007202522,1173.3177490234375,182.09843029185802
6,3523.455078125,-1161.343017578125,1164.103236635824,230.65465961327155,1166.810791015625,178.0443529072807
7,3891.31591796875,-1166.478515625,1179.1527525483275,232.24082184421061,1183.639892578125,170.49473098889598
8,4024.386474609375,-1162.8983154296875,1168.110274433374,226.94682533669433,1176.454345703125,172.86199578484934
9,3707.24365234375,-1182.9688720703125,1169.286502211748,227.2391390735493,1177.5592041015625,182.86658510500087
10,3354.93701171875,-1174.750732421875,1159.680887719912,226.17688116721575,1166.8800048828125,259.9715918745269
11,3953.515625,-1175.0447998046875,1172.0225162666256,227.18646523169835,1181.0450439453125,185.77449068768402
12,3357.31884765625,-1142.2816162109375,1149.1073944076586,224.43049278107162,1155.84619140625,277.30069869458583
13,4749.5205078125,-1155.4039306640625,1156.8258759787548,224.2667493155467,1165.698974609375,385.438425247576
14,3276.242431640625,-1173.7762451171875,1159.3019786741256,224.95071763057692,1167.93896484375,206.57548723593416
15,3424.7509765625,-1176.2022705078125,1164.3635883108552,227.0101576582367,1171.6917724609375,340.6438054398751
16,3082.0107421875,-1158.2005615234375,1162.912428186403,228.35890445517134,1168.19189453125,280.0830551130353
17,3344.046142578125,-1156.1837158203125,1158.0322754896165,225.4928642786026,1165.67431640625,172.17336165386357
18,3405.558349609375,-1165.8922119140625,1157.0533964950284,224.67211592976662,1165.4765625,183.83046508141032
19,2790.8427734375,-1159.9329833984375,1158.7662227885326,226.23559897108888,1165.663330078125,171.7127954000993
20,3247.8662109375,-1176.96337890625,1171.8087915181065,229.31600053299906,1178.115966796875,171.62676505706688
21,4861.3994140625,-1156.835205078125,1151.9348419808005,223.63541189657195,1160.374267578125,354.7463323130407
22,3382.4853515625,-1169.47998046875,1168.9367879604233,228.8686939453018,1175.085205078125,177.14664482071578
23,3226.5107421875,-1171.554931640625,1165.5063938165076,227.36667409185242,1172.674560546875,282.8885213863336
24,2977.359619140625,-1167.7052001953125,1162.8167899722264,226.53672867957806,1170.35009765625,281.9023159336812
25,3221.86474609375,-1157.6702880859375,1162.0585567096246,226.89486514124997,1168.95458984375,186.56768141003045
26,3507.69384765625,-1160.4888916015625,1164.0553320990678,228.53976660834513,1169.394287109375,215.65899820259855
27,3079.11376953125,-1178.649658203125,1164.165056478508,227.8202095146255,1170.4310302734375,175.53073245051752
28,4437.5537109375,-1182.1180419921875,1163.733104148249,225.07311598334724,1173.324951171875,267.2191392797187
29,3177.90966796875,-1153.7974853515625,1152.3163079001656,225.60846102020633,1158.384765625,307.2279973586623
30,3117.40673828125,-1176.4107666015625,1175.5446924113437,230.50831450454433,1181.29541015625,174.13044181884845
31,3157.135009765625,-1165.600341796875,1161.757908702835,224.70534284208674,1171.315673828125,265.1733010340166
32,2908.9375,-1176.43994140625,1165.472491306708,229.6379997200229,1169.793212890625,180.50371457214354
33,3052.248046875,-1184.576416015625,1171.9016296743312,228.9490299104608,1178.6907958984375,173.57314652759297
34,4170.0439453125,-1162.0684814453125,1162.65612545602,226.40809827439455,1170.31005859375,273.35274553354884
35,3206.666259765625,-1162.263427734375,1159.5104431550276,226.94075025723072,1165.712158203125,173.64542227828397
36,3188.841552734375,-1181.601806640625,1166.1269746737164,229.36363210245787,1170.9541015625,172.15221153338246
37,2906.942626953125,-1187.88720703125,1174.799881057703,232.46021578785124,1177.924560546875,173.14895125960723
38,3537.39306640625,-1157.17578125,1157.4115728687973,224.09873564955893,1166.64111328125,239.98784434951483
39,3103.791015625,-1171.559326171875,1173.3606394210685,227.07473663481352,1182.857421875,178.01838816485937
40,3551.404541015625,-1176.00439453125,1168.4056329336543,228.3514483538051,1175.0677490234375,292.88078592026625
41,3276.61962890625,-1175.243896484375,1161.1326634891097,226.22946734500562,1168.6290283203125,352.71555723288395
42,3133.24755859375,-1158.49267578125,1155.194748417162,225.35002619388007,1162.305908203125,347.3904753338315
43,3099.171875,-1169.6383056640625,1169.1401364472968,229.0525972989659,1175.109375,174.61431696144015
44,3193.456787109375,-1169.38427734375,1162.4673598112227,226.00354664937265,1170.579833984375,307.74642105146006
45,3125.8603515625,-1174.6656494140625,1169.153441193403,227.24063558846825,1177.3909912109375,171.53887574841886
46,3550.13671875,-1178.136962890625,1169.3498107794628,225.07159355915644,1180.3477783203125,175.41407645302476
47,3144.379150390625,-1176.7774658203125,1161.8727742382794,227.7177289196757,1167.69384765625,176.6407442312664
48,2923.866455078125,-1178.461669921875,1164.2323078473885,226.32037823999715,1172.389892578125,178.47819285136438
49,3192.172119140625,-1165.4608154296875,1168.5593961035047,225.77286513197748,1178.483154296875,171.36331405185598
50,3229.0234375,-1157.7103271484375,1162.593383177751,226.735160287851,1169.8228759765625,179.93457400694058
