,q_loss,p_loss,target_q,rew,target_q_next,target_q_std
0,5053.9658203125,-1173.898193359375,1161.5944264410641,225.92901751982208,1169.581787109375,278.9799368239869
1,3843.33837890625,-1145.7030029296875,1144.2832273992885,221.9629272970547,1152.900390625,303.337192749403
2,7140.11865234375,-1150.4727783203125,1155.1661390911124,225.5126908432028,1162.0667724609375,230.91701728852095
3,6414.787109375,-1142.453857421875,1153.0399660861308,226.43720920441672,1158.25341796875,229.94137255293396
4,3275.958251953125,-1166.1510009765625,1165.4402687439642,229.42802480551802,1170.015380859375,162.2698823379486
5,3507.14013671875,-1178.4669189453125,1167.0069221513859,231.90531358891633,1168.876953125,164.41866830423263
6,3987.02294921875,-1166.5184326171875,1156.0310078581183,225.6535575826971,1162.971923828125,231.57303945630906
7,5390.91796875,-1147.1519775390625,1148.407177622174,223.674753410672,1155.91552734375,305.83262243735476
8,3841.53125,-1155.6478271484375,1160.3451738144734,226.49689710396308,1167.310302734375,201.50296048874011
9,3612.505859375,-1165.8370361328125,1162.7471948662617,227.5464698830463,1169.0009765625,165.17218284244996
10,5119.2626953125,-1162.70361328125,1154.5597442800577,225.4984560186441,1161.32666015625,220.8447452576569
11,3859.715087890625,-1169.2264404296875,1166.5715232216976,229.14815972682445,1171.7791748046875,208.53410883744732
12,3438.14306640625,-1157.544189453125,1157.6674274675993,226.25498166014222,1164.2655029296875,246.79958982765575
13,2992.1689453125,-1173.8475341796875,1167.3760302258338,230.46765224464792,1171.135498046875,157.90389935859878
14,3574.825439453125,-1157.716064453125,1153.7633046503831,226.70935023983,1158.8173828125,194.49218930106903
15,3272.11328125,-1158.4390869140625,1162.6583388309466,229.0788323383318,1166.974365234375,160.84618786659775
16,3152.874755859375,-1163.5147705078125,1158.753830533818,224.2151825006759,1168.17333984375,167.10900751806867
17,3125.0673828125,-1180.6434326171875,1165.643560985216,229.14548755038635,1170.62255859375,165.1611790061644
18,3319.2646484375,-1184.4111328125,1169.7102832552841,228.05436098546278,1177.06982421875,166.21005340953155
19,3372.127197265625,-1159.7724609375,1163.7253692177992,227.15164351742055,1170.7171630859375,164.44384569709447
20,3302.779296875,-1155.8193359375,1161.5658100355122,228.53685777072656,1166.2861328125,166.8398387185037
21,3707.07421875,-1160.75146484375,1156.7925800708397,226.52085749183715,1162.839599609375,178.4590814882098
22,10988.01171875,-1165.7191162109375,1152.3876198238643,224.99579307501625,1159.23974609375,236.0518919201118
23,7466.99072265625,-1162.456298828125,1155.9057239600806,223.1211209842354,1165.980712890625,222.09260093722048
24,6288.24658203125,-1160.6259765625,1165.238150645058,226.48699927405585,1173.43896484375,230.2122736487516
25,4938.8828125,-1160.901123046875,1160.7799804211704,227.33705134402211,1166.8037109375,221.95397618057666
26,3632.20166015625,-1175.8779296875,1165.9480981307102,227.16739410925618,1173.475830078125,223.18652172704205
27,3090.2177734375,-1171.1541748046875,1163.2944279979492,228.77182520139468,1168.1531982421875,166.9466244792436
28,3296.13525390625,-1158.759033203125,1166.2674313822422,227.68652174860586,1173.2261962890625,164.83375770888625
29,3226.297119140625,-1161.5147705078125,1169.7492177223462,229.43683012478533,1175.3905029296875,173.42098827952464
30,8831.46875,-1164.0513916015625,1164.45158007468,226.32656333769563,1172.65625,234.50585021248148
31,10526.5771484375,-1170.7371826171875,1158.7072069366031,225.6252391536289,1166.3525390625,254.00871688702426
32,3244.665771484375,-1169.285400390625,1159.4701481533275,227.46476718904816,1165.0068359375,160.70298097233066
33,4228.62646484375,-1146.5477294921875,1153.9892116802414,225.0233777778825,1161.207275390625,269.24766856365005
34,7443.41015625,-1151.614501953125,1161.2041515244111,226.74528006445018,1168.0736083984375,254.19726813942583
35,3060.109619140625,-1177.380615234375,1168.6391969296478,227.08761063547342,1176.939453125,164.37116558552174
