,q_loss,p_loss,target_q,rew,target_q_next,target_q_std
0,4599.13134765625,-1123.9588623046875,1148.6364039214104,223.0966217787711,1156.9248046875,324.79648710021524
1,4331.583984375,-1139.1021728515625,1166.4183398065788,226.210533982299,1175.259765625,240.37002528107072
2,4182.166015625,-1149.000244140625,1164.271971811298,227.15486480141038,1171.396484375,171.92594641901746
3,3926.0107421875,-1179.8876953125,1169.3224588702847,230.0529905627894,1174.0869140625,168.2028696605496
4,3302.655029296875,-1191.4129638671875,1171.4945199425713,231.62107123689805,1174.841796875,167.55788318533968
5,3617.3857421875,-1178.5665283203125,1164.3936620591085,229.69098285416754,1168.37841796875,165.53908248713213
6,3708.975341796875,-1159.04296875,1165.2400900170953,230.31276176430302,1168.6591796875,174.23197428621174
7,10806.8935546875,-1138.740234375,1155.5268348341044,224.25372716236666,1164.09130859375,301.30086409338895
8,3699.746337890625,-1152.3863525390625,1160.9311753276627,225.44057078397688,1169.36328125,176.2707880965139
9,8441.640625,-1157.1749267578125,1156.3273413252537,224.28468237635542,1165.0533447265625,315.7754888876494
10,3633.699951171875,-1178.4041748046875,1164.6250419389246,229.58440978636708,1168.80078125,174.37587913014852
11,3337.008544921875,-1170.9007568359375,1157.1601582625708,227.86482294591278,1161.619140625,173.42461081600462
12,4263.6240234375,-1160.3970947265625,1159.058729139663,226.85007559428325,1165.2608642578125,182.97924852395778
13,4483.70654296875,-1133.5386962890625,1152.269505454099,223.27942795852414,1161.237548828125,264.0230827742421
14,3987.701171875,-1136.496826171875,1162.3840601531965,227.90438255948865,1168.099609375,213.0862821033669
15,3835.219482421875,-1145.7564697265625,1160.6021142698291,228.67069546947516,1164.914306640625,166.15937147257875
16,3537.354248046875,-1172.8599853515625,1161.4284519515895,228.83456600531582,1165.742431640625,167.60703612306833
17,3137.658203125,-1180.2484130859375,1158.9785765603415,227.87748884709987,1163.87646484375,165.46416620522885
18,3891.5498046875,-1177.25146484375,1164.7442941738705,228.26080995336562,1170.6043701171875,173.27305164177784
19,3775.563232421875,-1144.7840576171875,1151.8958472440886,224.40233442289104,1159.3668212890625,251.36314139349298
20,3499.150634765625,-1154.078125,1164.6027487189795,225.76456719947106,1173.5477294921875,166.61346814657628
21,3274.12841796875,-1160.3740234375,1164.7098363871255,227.87864808985378,1171.0389404296875,172.15960858720698
22,3116.596923828125,-1174.0963134765625,1157.882490733824,226.00887766238213,1164.842041015625,179.3303576931306
23,3198.47265625,-1176.363525390625,1158.5775140674587,225.917804089355,1165.82470703125,177.87103261534034
24,3177.3662109375,-1165.19775390625,1167.1108823814,230.36603255649447,1170.93115234375,225.22401348495836
25,3789.322998046875,-1127.01708984375,1143.1325216203488,222.49302701051596,1150.79931640625,447.76158231338
26,3522.609619140625,-1150.334716796875,1161.0155947520416,226.36240480682062,1168.31640625,170.66529865152643
27,3732.017333984375,-1157.45068359375,1159.4867607465087,227.82061511185756,1164.582763671875,223.85459539087088
28,3175.302001953125,-1178.583251953125,1162.4357836618121,227.71879290482352,1168.396240234375,171.82327456541753
29,6213.97705078125,-1168.82373046875,1150.5492597334091,223.82288258001256,1158.407958984375,346.0661895013678
30,3488.326171875,-1168.2259521484375,1166.029099850704,230.72421579842728,1169.131103515625,261.15981054000315
31,3215.171630859375,-1141.14892578125,1155.5133414647994,226.28458460788084,1161.535888671875,259.4302150502277
32,3388.332763671875,-1148.1822509765625,1163.6590144849647,229.05233657129907,1168.2584228515625,172.5027773393452
33,4280.12841796875,-1155.431640625,1160.6426364365368,227.3866008702068,1166.570068359375,309.37831370502374
34,3795.636962890625,-1167.67236328125,1151.5757996804923,227.22795426919168,1155.434814453125,286.59120044686796
