,q_loss,p_loss,target_q,rew,target_q_next,target_q_std
0,289280.46875,3.5925095081329346,-337.4323568930298,-337.2061263378369,-0.2827881872653961,418.09752491887355
1,290279.625,8.681140899658203,-338.9523560936616,-338.723072488851,-0.28660452365875244,423.8389111848467
2,282235.34375,15.713579177856445,-341.2215568750423,-340.9868755072455,-0.2933517098426819,418.9835061768228
3,290451.25,27.273513793945312,-377.3576405584272,-377.14621681265885,-0.26427966356277466,409.8675816598906
4,259391.140625,39.81131362915039,-341.3588406624307,-341.1569963638831,-0.25230535864830017,415.80207687742046
5,231501.28125,56.072837829589844,-321.35670576549603,-321.1624478321016,-0.24282242357730865,413.3954601061318
6,218510.28125,80.20682525634766,-322.32346580614603,-322.1179327350378,-0.256916344165802,422.22597376761973
7,214156.875,109.0028076171875,-339.1605585826075,-338.9613901269777,-0.24896055459976196,432.88492783592926
8,183581.53125,148.96377563476562,-364.986192999241,-364.8059459256757,-0.2253088504076004,410.37308471519015
9,155970.109375,189.77041625976562,-339.48831800325047,-339.2914811476587,-0.2460460662841797,428.11093260484495
10,134326.125,246.47813415527344,-371.7903549019068,-371.6013513812852,-0.23625439405441284,421.90235273904705
11,107276.703125,304.3605041503906,-371.6783099830059,-371.469040112682,-0.26158735156059265,420.5406281101904
12,81305.046875,379.26385498046875,-362.43919795840225,-362.21555794550653,-0.2795500159263611,425.9368358786224
13,72241.890625,454.1186828613281,-366.48987748768445,-366.2412435689384,-0.31079238653182983,432.3647150365611
14,71692.7421875,499.9414978027344,-360.1029616123118,-359.8472914162901,-0.31958773732185364,424.2326905872743
15,95020.0078125,554.3838500976562,-378.2334700876242,-377.933504893678,-0.37495648860931396,433.95368833787694
16,107108.90625,541.4609985351562,-335.3049263547852,-334.9759490729812,-0.41122162342071533,421.98932587343273
17,122369.2578125,584.98828125,-378.49825155970984,-378.0900790609529,-0.5102156400680542,445.2966796369936
18,125128.75,565.9791259765625,-352.4573371063678,-351.9833358389478,-0.5925015807151794,434.529510664628
19,101699.859375,543.75146484375,-375.69494713233667,-375.1376772771947,-0.696587324142456,423.8031080515008
20,97854.953125,525.9220581054688,-385.93168359605187,-385.2591653523574,-0.84064781665802,429.05044611818715
21,91604.7265625,503.1756591796875,-392.1155363360283,-391.26308876408893,-1.0655595064163208,439.49632206628957
22,73497.53125,419.0251770019531,-349.7465482576832,-348.8154845240491,-1.1638296842575073,456.3651330626801
23,59390.37890625,368.81158447265625,-348.16971089450453,-347.0792213914066,-1.3631118535995483,429.2251162186775
24,58328.9921875,336.57568359375,-357.64777485949094,-356.37296485351044,-1.5935125350952148,426.18428429844926
25,59741.796875,346.960693359375,-405.72027035244844,-404.13808199031496,-1.9777355194091797,442.070853566441
26,62967.0703125,320.6747741699219,-369.42336816551244,-367.70213916050113,-2.151536226272583,427.6828321438234
27,64049.47265625,338.40765380859375,-394.37298430564874,-392.358636344453,-2.517934799194336,430.6854045265137
28,58744.421875,335.02691650390625,-347.21098592167084,-345.00562795298003,-2.756697416305542,446.33241181750094
29,58218.52734375,370.1416931152344,-386.0198896563452,-383.44719785117337,-3.215864658355713,432.746832216293
30,50462.390625,362.5577697753906,-343.12223141170335,-340.4518101568357,-3.338026523590088,419.0936143311684
31,59468.25390625,407.5496520996094,-358.9852449083247,-355.81865701957264,-3.9582347869873047,446.1544216372572
32,54662.54296875,409.3639221191406,-376.5846754486765,-373.0543184799002,-4.4129462242126465,430.79908327595547
33,62056.64453125,414.1530456542969,-388.7418439320697,-384.74766364227406,-4.992725372314453,450.323492407788
34,56497.609375,392.5425720214844,-374.9516957645022,-370.5665608598219,-5.481418609619141,441.08334636825055
